LAT,LON,X,Y,D,SLIP,RAKE,STRIKE,DIP,L,W
37.9492,142.759,-13.726,-17.5293,24.5791,15.3422,87.24,192,12,20,20
37.7732,142.7115,-17.8842,-37.0922,24.5791,13.2871,111.82,192,12,20,20
37.5971,142.6639,-22.0424,-56.6552,24.5791,12.5171,129.1,192,12,20,20
37.4211,142.6163,-26.2007,-76.2181,24.5791,10.3317,127.65,192,12,20,20
37.245,142.5688,-30.3589,-95.7811,24.5791,6.4596,125.45,192,12,20,20
37.069,142.5212,-34.5171,-115.344,24.5791,1.5411,121.89,192,12,20,20
36.8929,142.4737,-38.6754,-134.907,24.5791,0.6801,118.15,192,12,20,20
39.7464,143.0157,8.7209,182.1676,28.7373,1.4375,116.92,192,12,20,20
39.5703,142.9682,4.5627,162.6047,28.7373,1.01,59.01,192,12,20,20
39.3943,142.9206,0.4045,143.0417,28.7373,1.7374,69.11,192,12,20,20
39.2182,142.8731,-3.7538,123.4788,28.7373,5.3755,82.62,192,12,20,20
39.0422,142.8255,-7.912,103.9158,28.7373,10.8098,98.47,192,12,20,20
38.8661,142.778,-12.0702,84.3529,28.7373,15.8911,111.73,192,12,20,20
38.6901,142.7304,-16.2285,64.7899,28.7373,15.9449,115.11,192,12,20,20
38.514,142.6828,-20.3867,45.227,28.7373,11.4635,118.83,192,12,20,20
38.338,142.6353,-24.5449,25.664,28.7373,7.576,124.83,192,12,20,20
38.1619,142.5877,-28.7032,6.101,28.7373,6.7178,126.55,192,12,20,20
37.9859,142.5402,-32.8614,-13.4619,28.7373,6.2618,126.58,192,12,20,20
37.8098,142.4926,-37.0196,-33.0249,28.7373,6.3094,71.73,192,12,20,20
37.6337,142.4451,-41.1779,-52.5878,28.7373,7.3401,66.08,192,12,20,20
37.4577,142.3975,-45.3361,-72.1508,28.7373,7.0444,76.36,192,12,20,20
37.2816,142.3499,-49.4944,-91.7137,28.7373,4.5376,90.93,192,12,20,20
37.1056,142.3024,-53.6526,-111.2767,28.7373,1.6568,102.23,192,12,20,20
36.9295,142.2548,-57.8108,-130.8396,28.7373,1.1894,105.35,192,12,20,20
39.783,142.7969,-10.4145,186.235,32.8956,2.3023,110.45,192,12,20,20
39.6069,142.7493,-14.5728,166.672,32.8956,1.59,121.35,192,12,20,20
39.4309,142.7018,-18.731,147.1091,32.8956,1.9919,126.53,192,12,20,20
39.2548,142.6542,-22.8892,127.5461,32.8956,5.432,129.66,192,12,20,20
39.0788,142.6067,-27.0475,107.9832,32.8956,10.8995,110.63,192,12,20,20
38.9027,142.5591,-31.2057,88.4202,32.8956,16.4646,102.09,192,12,20,20
38.7267,142.5115,-35.3639,68.8573,32.8956,18.2013,88.13,192,12,20,20
38.5506,142.464,-39.5222,49.2943,32.8956,15.0691,93.14,192,12,20,20
38.3746,142.4164,-43.6804,29.7314,32.8956,10.9908,102.79,192,12,20,20
38.1985,142.3689,-47.8386,10.1684,32.8956,8.8473,104.28,192,12,20,20
38.0225,142.3213,-51.9969,-9.3945,32.8956,7.8457,111.05,192,12,20,20
37.8464,142.2738,-56.1551,-28.9575,32.8956,7.9277,121.9,192,12,20,20
37.6704,142.2262,-60.3133,-48.5204,32.8956,8.5752,133.73,192,12,20,20
37.4943,142.1786,-64.4716,-68.0834,32.8956,7.3155,120.17,192,12,20,20
37.3182,142.1311,-68.6298,-87.6463,32.8956,4.4011,128.21,192,12,20,20
37.1422,142.0835,-72.788,-107.2093,32.8956,2.1912,122.09,192,12,20,20
36.9661,142.036,-76.9463,-126.7722,32.8956,1.9938,119.47,192,12,20,20
39.8196,142.578,-29.55,190.3024,37.0538,3.4141,100.82,192,12,20,20
39.6435,142.5305,-33.7082,170.7394,37.0538,1.7196,100.99,192,12,20,20
39.4675,142.4829,-37.8665,151.1764,37.0538,2.2108,119.7,192,12,20,20
39.2914,142.4354,-42.0247,131.6135,37.0538,3.9741,132.84,192,12,20,20
39.1154,142.3878,-46.1829,112.0505,37.0538,7.175,133.64,192,12,20,20
38.9393,142.3403,-50.3412,92.4876,37.0538,10.7366,118.71,192,12,20,20
38.7633,142.2927,-54.4994,72.9246,37.0538,12.406,89.01,192,12,20,20
38.5872,142.2451,-58.6576,53.3617,37.0538,11.5678,115.4,192,12,20,20
38.4112,142.1976,-62.8159,33.7987,37.0538,10.1564,125.29,192,12,20,20
38.2351,142.15,-66.9741,14.2358,37.0538,8.7364,128.47,192,12,20,20
38.0591,142.1025,-71.1323,-5.3272,37.0538,7.5937,106.81,192,12,20,20
37.883,142.0549,-75.2906,-24.8901,37.0538,7.2371,72.7,192,12,20,20
37.707,142.0073,-79.4488,-44.4531,37.0538,7.0531,77.1,192,12,20,20
37.5309,141.9598,-83.607,-64.016,37.0538,5.5119,124.95,192,12,20,20
37.3548,141.9122,-87.7653,-83.579,37.0538,3.2427,121.3,192,12,20,20
37.1788,141.8647,-91.9235,-103.1419,37.0538,2.4237,85.61,192,12,20,20
37.0027,141.8171,-96.0817,-122.7049,37.0538,4.4769,59.08,192,12,20,20
